name,title
POP,18:23:55
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:56
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:57
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:58
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:23:59
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:00
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:01
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:02
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:03
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:04
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:05
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:06
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:07
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:08
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:09
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:10
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:11
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:12
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:13
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:14
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:15
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:16
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:17
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:18
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:19
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:20
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:21
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:22
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:23
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:24
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:25
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:26
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:27
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:28
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:29
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:30
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:31
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:32
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:33
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:34
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:35
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:36
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:37
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:38
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:39
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:40
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:41
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:42
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:43
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:44
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:50
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:51
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:52
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:53
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:54
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:55
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:56
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:57
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:58
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:24:59
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:00
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:01
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:02
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:03
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:04
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:05
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:06
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:07
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:08
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:09
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:10
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:11
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:13
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:15
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:16
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:18
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:19
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:20
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:21
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:22
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:23
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:24
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:25:25
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:03
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
POP,18:30:04
elon,21:23:10
elon,21:23:10
elon,21:23:10
elon,08:50:19
elon,08:50:19
elon,08:50:19
elon,20:07:01
elon,20:07:01
elon,20:07:01
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:26
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:28
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:29
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:30
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:31
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:32
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:33
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:34
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:35
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:36
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:37
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:38
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:39
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:40
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:41
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:42
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:43
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:44
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:45
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:46
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:47
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:49
POP,20:07:50
POP,20:07:50
POP,20:07:50
POP,20:07:50
POP,20:07:50
POP,20:07:50
